county,precinct,office,district,party,candidate,votes,election_night,absentee,provisional
Sarpy,Precinct 37,Govs Bd Member Metro CC,5,NON,William Forsee,474,311,161,2
Sarpy,Precinct 38,Govs Bd Member Metro CC,5,NON,William Forsee,426,274,152,0
Sarpy,Precinct 39,Govs Bd Member Metro CC,5,NON,William Forsee,424,289,130,5
Sarpy,Precinct 40,Govs Bd Member Metro CC,5,NON,William Forsee,370,238,129,3
Sarpy,Precinct 41,Govs Bd Member Metro CC,5,NON,William Forsee,411,248,158,5
Sarpy,Precinct 42,Govs Bd Member Metro CC,5,NON,William Forsee,417,244,169,4
Sarpy,Precinct 46,Govs Bd Member Metro CC,5,NON,William Forsee,307,215,91,1
Sarpy,Precinct 47,Govs Bd Member Metro CC,5,NON,William Forsee,205,169,36,0
Sarpy,Precinct 48,Govs Bd Member Metro CC,5,NON,William Forsee,453,255,197,1
Sarpy,Precinct 49,Govs Bd Member Metro CC,5,NON,William Forsee,465,266,195,4
Sarpy,Precinct 54,Govs Bd Member Metro CC,5,NON,William Forsee,304,225,78,1
Sarpy,Precinct 55,Govs Bd Member Metro CC,5,NON,William Forsee,478,331,144,3
Sarpy,Precinct 56,Govs Bd Member Metro CC,5,NON,William Forsee,368,280,87,1
Sarpy,Precinct 57,Govs Bd Member Metro CC,5,NON,William Forsee,313,236,76,1
Sarpy,Precinct 58,Govs Bd Member Metro CC,5,NON,William Forsee,266,188,76,2
Sarpy,Precinct 59,Govs Bd Member Metro CC,5,NON,William Forsee,330,235,91,4
Sarpy,Precinct 60,Govs Bd Member Metro CC,5,NON,William Forsee,303,238,62,3
Sarpy,Precinct 61,Govs Bd Member Metro CC,5,NON,William Forsee,480,297,177,6
Sarpy,Precinct 62,Govs Bd Member Metro CC,5,NON,William Forsee,290,191,96,3
Sarpy,,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,28987,18472,10165,350
Sarpy,Precinct 1,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,388,282,98,8
Sarpy,Precinct 2,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,424,302,113,9
Sarpy,Precinct 3,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,573,349,215,9
Sarpy,Precinct 4,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,556,390,159,7
Sarpy,Precinct 5,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,485,311,169,5
Sarpy,Precinct 6,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,629,403,210,16
Sarpy,Precinct 7,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,466,319,137,10
Sarpy,Precinct 8,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,521,325,183,13
Sarpy,Precinct 9,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,568,413,138,17
Sarpy,Precinct 10,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,400,295,92,13
Sarpy,Precinct 11,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,710,426,271,13
Sarpy,Precinct 12,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,578,404,167,7
Sarpy,Precinct 13,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,757,476,269,12
Sarpy,Precinct 16,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,736,513,218,5
Sarpy,Precinct 17,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,711,485,222,4
Sarpy,Precinct 18,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,518,361,153,4
Sarpy,Precinct 19,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,799,412,380,7
Sarpy,Precinct 20,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,713,455,250,8
Sarpy,Precinct 21,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,856,441,406,9
Sarpy,Precinct 22,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,697,464,220,13
Sarpy,Precinct 23,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,609,319,278,12
Sarpy,Precinct 24,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,426,273,140,13
Sarpy,Precinct 25,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,411,258,146,7
Sarpy,Precinct 26,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,641,413,222,6
Sarpy,Precinct 31,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,915,595,314,6
Sarpy,Precinct 32,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,494,312,175,7
Sarpy,Precinct 33,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,607,379,219,9
Sarpy,Precinct 34,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,719,469,242,8
Sarpy,Precinct 35,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,616,412,199,5
Sarpy,Precinct 36,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,625,381,242,2
Sarpy,Precinct 37,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,720,431,284,5
Sarpy,Precinct 38,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,628,404,216,8
Sarpy,Precinct 39,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,633,359,267,7
Sarpy,Precinct 40,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,629,395,231,3
Sarpy,Precinct 41,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,712,406,301,5
Sarpy,Precinct 42,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,757,440,307,10
Sarpy,Precinct 46,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,375,239,136,0
Sarpy,Precinct 47,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,307,246,60,1
Sarpy,Precinct 48,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,677,386,288,3
Sarpy,Precinct 49,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,709,418,283,8
Sarpy,Precinct 54,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,464,312,148,4
Sarpy,Precinct 55,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,734,465,260,9
Sarpy,Precinct 56,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,578,401,173,4
Sarpy,Precinct 57,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,551,389,161,1
Sarpy,Precinct 58,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,285,203,80,2
Sarpy,Precinct 59,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,429,313,114,2
Sarpy,Precinct 60,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,418,302,113,3
Sarpy,Precinct 61,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,786,438,341,7
Sarpy,Precinct 62,Govs Bd Member Metro CC,5,NON,Michelle Nekuda,447,288,155,4
Sarpy,,Govs Bd Member Metro CC,5,NON,WRITE-IN,344,247,89,8
Sarpy,Precinct 1,Govs Bd Member Metro CC,5,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 2,Govs Bd Member Metro CC,5,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 3,Govs Bd Member Metro CC,5,NON,WRITE-IN,10,7,2,1
Sarpy,Precinct 4,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,4,3,1
Sarpy,Precinct 5,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 6,Govs Bd Member Metro CC,5,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 7,Govs Bd Member Metro CC,5,NON,WRITE-IN,12,9,3,0
Sarpy,Precinct 8,Govs Bd Member Metro CC,5,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 9,Govs Bd Member Metro CC,5,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 10,Govs Bd Member Metro CC,5,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 11,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 12,Govs Bd Member Metro CC,5,NON,WRITE-IN,10,8,2,0
Sarpy,Precinct 13,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,4,0,0
Sarpy,Precinct 16,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 17,Govs Bd Member Metro CC,5,NON,WRITE-IN,9,6,2,1
Sarpy,Precinct 18,Govs Bd Member Metro CC,5,NON,WRITE-IN,7,3,3,1
Sarpy,Precinct 19,Govs Bd Member Metro CC,5,NON,WRITE-IN,11,9,2,0
Sarpy,Precinct 20,Govs Bd Member Metro CC,5,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 21,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 22,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,7,1,0
Sarpy,Precinct 23,Govs Bd Member Metro CC,5,NON,WRITE-IN,11,10,1,0
Sarpy,Precinct 24,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,3,2,0
Sarpy,Precinct 25,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,4,4,0
Sarpy,Precinct 26,Govs Bd Member Metro CC,5,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 31,Govs Bd Member Metro CC,5,NON,WRITE-IN,15,11,4,0
Sarpy,Precinct 32,Govs Bd Member Metro CC,5,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 33,Govs Bd Member Metro CC,5,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 34,Govs Bd Member Metro CC,5,NON,WRITE-IN,11,7,3,1
Sarpy,Precinct 35,Govs Bd Member Metro CC,5,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 36,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 37,Govs Bd Member Metro CC,5,NON,WRITE-IN,10,7,2,1
Sarpy,Precinct 38,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,6,2,0
Sarpy,Precinct 39,Govs Bd Member Metro CC,5,NON,WRITE-IN,14,11,3,0
Sarpy,Precinct 40,Govs Bd Member Metro CC,5,NON,WRITE-IN,12,9,3,0
Sarpy,Precinct 41,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,6,2,0
Sarpy,Precinct 42,Govs Bd Member Metro CC,5,NON,WRITE-IN,10,7,2,1
Sarpy,Precinct 46,Govs Bd Member Metro CC,5,NON,WRITE-IN,7,6,1,0
Sarpy,Precinct 47,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,5,0,0
Sarpy,Precinct 48,Govs Bd Member Metro CC,5,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 49,Govs Bd Member Metro CC,5,NON,WRITE-IN,11,7,4,0
Sarpy,Precinct 54,Govs Bd Member Metro CC,5,NON,WRITE-IN,8,4,4,0
Sarpy,Precinct 55,Govs Bd Member Metro CC,5,NON,WRITE-IN,13,8,5,0
Sarpy,Precinct 56,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 57,Govs Bd Member Metro CC,5,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 58,Govs Bd Member Metro CC,5,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 59,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,3,2,0
Sarpy,Precinct 60,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,5,0,0
Sarpy,Precinct 61,Govs Bd Member Metro CC,5,NON,WRITE-IN,4,2,1,1
Sarpy,Precinct 62,Govs Bd Member Metro CC,5,NON,WRITE-IN,5,2,3,0
Sarpy,,Douglas/Sarpy LCCC,4,NON,Allen Hager,1888,1194,679,15
Sarpy,Precinct 51,Douglas/Sarpy LCCC,4,NON,Allen Hager,216,140,73,3
Sarpy,Precinct 52,Douglas/Sarpy LCCC,4,NON,Allen Hager,87,54,32,1
Sarpy,Precinct 53,Douglas/Sarpy LCCC,4,NON,Allen Hager,379,221,155,3
Sarpy,Precinct 54,Douglas/Sarpy LCCC,4,NON,Allen Hager,360,212,146,2
Sarpy,Precinct 55,Douglas/Sarpy LCCC,4,NON,Allen Hager,283,193,85,5
Sarpy,Precinct 56,Douglas/Sarpy LCCC,4,NON,Allen Hager,283,183,100,0
Sarpy,Precinct 57,Douglas/Sarpy LCCC,4,NON,Allen Hager,280,191,88,1
Sarpy,,Douglas/Sarpy LCCC,4,NON,Amy Friedman,4577,3105,1439,33
Sarpy,Precinct 51,Douglas/Sarpy LCCC,4,NON,Amy Friedman,519,367,150,2
Sarpy,Precinct 52,Douglas/Sarpy LCCC,4,NON,Amy Friedman,288,207,74,7
Sarpy,Precinct 53,Douglas/Sarpy LCCC,4,NON,Amy Friedman,812,461,343,8
Sarpy,Precinct 54,Douglas/Sarpy LCCC,4,NON,Amy Friedman,892,566,322,4
Sarpy,Precinct 55,Douglas/Sarpy LCCC,4,NON,Amy Friedman,702,479,217,6
Sarpy,Precinct 56,Douglas/Sarpy LCCC,4,NON,Amy Friedman,725,540,180,5
Sarpy,Precinct 57,Douglas/Sarpy LCCC,4,NON,Amy Friedman,639,485,153,1
Sarpy,,Douglas/Sarpy LCCC,4,NON,WRITE-IN,47,31,16,0
Sarpy,Precinct 51,Douglas/Sarpy LCCC,4,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 52,Douglas/Sarpy LCCC,4,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 53,Douglas/Sarpy LCCC,4,NON,WRITE-IN,11,9,2,0
Sarpy,Precinct 54,Douglas/Sarpy LCCC,4,NON,WRITE-IN,12,7,5,0
Sarpy,Precinct 55,Douglas/Sarpy LCCC,4,NON,WRITE-IN,10,6,4,0
Sarpy,Precinct 56,Douglas/Sarpy LCCC,4,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 57,Douglas/Sarpy LCCC,4,NON,WRITE-IN,7,5,2,0
Sarpy,,Douglas/Sarpy LCCC,6,NON,Mike Avery,15327,9846,5346,135
Sarpy,Precinct 11,Douglas/Sarpy LCCC,6,NON,Mike Avery,37,21,16,0
Sarpy,Precinct 12,Douglas/Sarpy LCCC,6,NON,Mike Avery,239,173,64,2
Sarpy,Precinct 19,Douglas/Sarpy LCCC,6,NON,Mike Avery,493,249,239,5
Sarpy,Precinct 21,Douglas/Sarpy LCCC,6,NON,Mike Avery,585,324,256,5
Sarpy,Precinct 22,Douglas/Sarpy LCCC,6,NON,Mike Avery,331,206,117,8
Sarpy,Precinct 23,Douglas/Sarpy LCCC,6,NON,Mike Avery,591,320,256,15
Sarpy,Precinct 24,Douglas/Sarpy LCCC,6,NON,Mike Avery,6,3,3,0
Sarpy,Precinct 31,Douglas/Sarpy LCCC,6,NON,Mike Avery,783,528,249,6
Sarpy,Precinct 32,Douglas/Sarpy LCCC,6,NON,Mike Avery,512,344,162,6
Sarpy,Precinct 33,Douglas/Sarpy LCCC,6,NON,Mike Avery,489,321,161,7
Sarpy,Precinct 34,Douglas/Sarpy LCCC,6,NON,Mike Avery,596,409,181,6
Sarpy,Precinct 35,Douglas/Sarpy LCCC,6,NON,Mike Avery,553,391,160,2
Sarpy,Precinct 36,Douglas/Sarpy LCCC,6,NON,Mike Avery,529,335,190,4
Sarpy,Precinct 37,Douglas/Sarpy LCCC,6,NON,Mike Avery,578,376,198,4
Sarpy,Precinct 38,Douglas/Sarpy LCCC,6,NON,Mike Avery,625,427,195,3
Sarpy,Precinct 39,Douglas/Sarpy LCCC,6,NON,Mike Avery,588,361,221,6
Sarpy,Precinct 40,Douglas/Sarpy LCCC,6,NON,Mike Avery,525,342,177,6
Sarpy,Precinct 41,Douglas/Sarpy LCCC,6,NON,Mike Avery,663,401,256,6
Sarpy,Precinct 42,Douglas/Sarpy LCCC,6,NON,Mike Avery,613,352,254,7
Sarpy,Precinct 46,Douglas/Sarpy LCCC,6,NON,Mike Avery,511,348,162,1
Sarpy,Precinct 47,Douglas/Sarpy LCCC,6,NON,Mike Avery,388,308,80,0
Sarpy,Precinct 48,Douglas/Sarpy LCCC,6,NON,Mike Avery,620,362,255,3
Sarpy,Precinct 49,Douglas/Sarpy LCCC,6,NON,Mike Avery,655,395,255,5
Sarpy,Precinct 51,Douglas/Sarpy LCCC,6,NON,Mike Avery,289,163,122,4
Sarpy,Precinct 52,Douglas/Sarpy LCCC,6,NON,Mike Avery,493,321,170,2
Sarpy,Precinct 55,Douglas/Sarpy LCCC,6,NON,Mike Avery,162,91,71,0
Sarpy,Precinct 57,Douglas/Sarpy LCCC,6,NON,Mike Avery,0,0,0,0
Sarpy,Precinct 58,Douglas/Sarpy LCCC,6,NON,Mike Avery,426,310,113,3
Sarpy,Precinct 59,Douglas/Sarpy LCCC,6,NON,Mike Avery,613,442,168,3
Sarpy,Precinct 60,Douglas/Sarpy LCCC,6,NON,Mike Avery,575,438,134,3
Sarpy,Precinct 61,Douglas/Sarpy LCCC,6,NON,Mike Avery,826,495,323,8
Sarpy,Precinct 62,Douglas/Sarpy LCCC,6,NON,Mike Avery,433,290,138,5
Sarpy,,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,3944,2291,1612,41
Sarpy,Precinct 11,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,17,10,7,0
Sarpy,Precinct 12,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,64,38,26,0
Sarpy,Precinct 19,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,102,65,36,1
Sarpy,Precinct 21,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,188,90,96,2
Sarpy,Precinct 22,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,87,63,24,0
Sarpy,Precinct 23,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,121,62,58,1
Sarpy,Precinct 24,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,2,2,0,0
Sarpy,Precinct 31,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,238,134,99,5
Sarpy,Precinct 32,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,116,67,48,1
Sarpy,Precinct 33,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,185,108,72,5
Sarpy,Precinct 34,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,160,116,43,1
Sarpy,Precinct 35,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,125,74,50,1
Sarpy,Precinct 36,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,178,105,73,0
Sarpy,Precinct 37,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,185,87,98,0
Sarpy,Precinct 38,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,134,79,53,2
Sarpy,Precinct 39,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,206,133,73,0
Sarpy,Precinct 40,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,167,91,75,1
Sarpy,Precinct 41,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,145,83,59,3
Sarpy,Precinct 42,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,234,132,96,6
Sarpy,Precinct 46,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,89,54,35,0
Sarpy,Precinct 47,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,65,56,9,0
Sarpy,Precinct 48,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,160,73,86,1
Sarpy,Precinct 49,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,190,102,84,4
Sarpy,Precinct 51,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,52,31,21,0
Sarpy,Precinct 52,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,126,73,52,1
Sarpy,Precinct 55,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,37,16,21,0
Sarpy,Precinct 57,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,0,0,0,0
Sarpy,Precinct 58,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,73,44,29,0
Sarpy,Precinct 59,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,98,64,32,2
Sarpy,Precinct 60,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,84,61,23,0
Sarpy,Precinct 61,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,220,121,96,3
Sarpy,Precinct 62,Douglas/Sarpy LCCC,6,NON,Charles B. Garman,96,57,38,1
Sarpy,,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,5889,3627,2203,59
Sarpy,Precinct 11,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,26,16,9,1
Sarpy,Precinct 12,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,121,84,37,0
Sarpy,Precinct 19,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,201,96,102,3
Sarpy,Precinct 21,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,234,129,103,2
Sarpy,Precinct 22,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,154,101,51,2
Sarpy,Precinct 23,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,249,142,102,5
Sarpy,Precinct 24,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,0,0,0,0
Sarpy,Precinct 31,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,314,218,94,2
Sarpy,Precinct 32,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,159,98,61,0
Sarpy,Precinct 33,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,231,142,87,2
Sarpy,Precinct 34,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,305,205,94,6
Sarpy,Precinct 35,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,204,130,70,4
Sarpy,Precinct 36,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,218,140,78,0
Sarpy,Precinct 37,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,315,191,121,3
Sarpy,Precinct 38,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,206,116,88,2
Sarpy,Precinct 39,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,234,143,88,3
Sarpy,Precinct 40,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,258,178,80,0
Sarpy,Precinct 41,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,244,123,118,3
Sarpy,Precinct 42,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,287,175,110,2
Sarpy,Precinct 46,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,133,84,49,0
Sarpy,Precinct 47,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,68,55,12,1
Sarpy,Precinct 48,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,272,161,109,2
Sarpy,Precinct 49,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,297,169,125,3
Sarpy,Precinct 51,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,56,35,21,0
Sarpy,Precinct 52,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,201,106,93,2
Sarpy,Precinct 55,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,65,40,23,2
Sarpy,Precinct 57,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,0,0,0,0
Sarpy,Precinct 58,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,108,76,30,2
Sarpy,Precinct 59,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,135,105,29,1
Sarpy,Precinct 60,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,133,96,34,3
Sarpy,Precinct 61,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,287,163,121,3
Sarpy,Precinct 62,Douglas/Sarpy LCCC,6,NON,Blaine McCulloh,174,110,64,0
Sarpy,,Douglas/Sarpy LCCC,6,NON,WRITE-IN,322,223,96,3
Sarpy,Precinct 11,Douglas/Sarpy LCCC,6,NON,WRITE-IN,1,1,0,0
Sarpy,Precinct 12,Douglas/Sarpy LCCC,6,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 19,Douglas/Sarpy LCCC,6,NON,WRITE-IN,14,8,6,0
Sarpy,Precinct 21,Douglas/Sarpy LCCC,6,NON,WRITE-IN,11,9,2,0
Sarpy,Precinct 22,Douglas/Sarpy LCCC,6,NON,WRITE-IN,14,12,2,0
Sarpy,Precinct 23,Douglas/Sarpy LCCC,6,NON,WRITE-IN,16,12,4,0
Sarpy,Precinct 24,Douglas/Sarpy LCCC,6,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 31,Douglas/Sarpy LCCC,6,NON,WRITE-IN,24,16,8,0
Sarpy,Precinct 32,Douglas/Sarpy LCCC,6,NON,WRITE-IN,5,2,3,0
Sarpy,Precinct 33,Douglas/Sarpy LCCC,6,NON,WRITE-IN,8,8,0,0
Sarpy,Precinct 34,Douglas/Sarpy LCCC,6,NON,WRITE-IN,15,10,5,0
Sarpy,Precinct 35,Douglas/Sarpy LCCC,6,NON,WRITE-IN,13,10,3,0
Sarpy,Precinct 36,Douglas/Sarpy LCCC,6,NON,WRITE-IN,12,6,6,0
Sarpy,Precinct 37,Douglas/Sarpy LCCC,6,NON,WRITE-IN,12,12,0,0
Sarpy,Precinct 38,Douglas/Sarpy LCCC,6,NON,WRITE-IN,9,6,2,1
Sarpy,Precinct 39,Douglas/Sarpy LCCC,6,NON,WRITE-IN,15,13,2,0
Sarpy,Precinct 40,Douglas/Sarpy LCCC,6,NON,WRITE-IN,21,13,8,0
Sarpy,Precinct 41,Douglas/Sarpy LCCC,6,NON,WRITE-IN,12,7,5,0
Sarpy,Precinct 42,Douglas/Sarpy LCCC,6,NON,WRITE-IN,15,7,7,1
Sarpy,Precinct 46,Douglas/Sarpy LCCC,6,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 47,Douglas/Sarpy LCCC,6,NON,WRITE-IN,6,6,0,0
Sarpy,Precinct 48,Douglas/Sarpy LCCC,6,NON,WRITE-IN,14,8,6,0
Sarpy,Precinct 49,Douglas/Sarpy LCCC,6,NON,WRITE-IN,17,12,5,0
Sarpy,Precinct 51,Douglas/Sarpy LCCC,6,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 52,Douglas/Sarpy LCCC,6,NON,WRITE-IN,8,4,3,1
Sarpy,Precinct 55,Douglas/Sarpy LCCC,6,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 57,Douglas/Sarpy LCCC,6,NON,WRITE-IN,0,0,0,0
Sarpy,Precinct 58,Douglas/Sarpy LCCC,6,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 59,Douglas/Sarpy LCCC,6,NON,WRITE-IN,10,7,3,0
Sarpy,Precinct 60,Douglas/Sarpy LCCC,6,NON,WRITE-IN,8,6,2,0
Sarpy,Precinct 61,Douglas/Sarpy LCCC,6,NON,WRITE-IN,8,4,4,0
Sarpy,Precinct 62,Douglas/Sarpy LCCC,6,NON,WRITE-IN,10,6,4,0
Sarpy,,Dir Papio NRD,9,NON,Patrick Bonnett,4366,2874,1460,32
Sarpy,Precinct 51,Dir Papio NRD,9,NON,Patrick Bonnett,1089,710,371,8
Sarpy,Precinct 52,Dir Papio NRD,9,NON,Patrick Bonnett,1173,749,413,11
Sarpy,Precinct 54,Dir Papio NRD,9,NON,Patrick Bonnett,1181,739,435,7
Sarpy,Precinct 56,Dir Papio NRD,9,NON,Patrick Bonnett,923,676,241,6
Sarpy,,Dir Papio NRD,9,NON,WRITE-IN,60,37,22,1
Sarpy,Precinct 51,Dir Papio NRD,9,NON,WRITE-IN,9,6,3,0
Sarpy,Precinct 52,Dir Papio NRD,9,NON,WRITE-IN,18,9,8,1
Sarpy,Precinct 54,Dir Papio NRD,9,NON,WRITE-IN,24,13,11,0
Sarpy,Precinct 56,Dir Papio NRD,9,NON,WRITE-IN,9,9,0,0
Sarpy,,Dir Papio NRD,11,NON,Gus Erickson,9236,6133,2948,155
Sarpy,Precinct 1,Dir Papio NRD,11,NON,Gus Erickson,304,215,84,5
