county,precinct,office,district,party,candidate,votes,election_night,absentee,provisional
Sarpy,Precinct 22,Retain Judge Zastera,,NON,Yes,863,565,279,19
Sarpy,Precinct 23,Retain Judge Zastera,,NON,Yes,848,466,361,21
Sarpy,Precinct 24,Retain Judge Zastera,,NON,Yes,517,335,167,15
Sarpy,Precinct 25,Retain Judge Zastera,,NON,Yes,576,382,183,11
Sarpy,Precinct 26,Retain Judge Zastera,,NON,Yes,844,543,292,9
Sarpy,Precinct 31,Retain Judge Zastera,,NON,Yes,1192,808,373,11
Sarpy,Precinct 32,Retain Judge Zastera,,NON,Yes,667,426,233,8
Sarpy,Precinct 33,Retain Judge Zastera,,NON,Yes,739,470,258,11
Sarpy,Precinct 34,Retain Judge Zastera,,NON,Yes,832,557,262,13
Sarpy,Precinct 35,Retain Judge Zastera,,NON,Yes,712,491,213,8
Sarpy,Precinct 36,Retain Judge Zastera,,NON,Yes,857,535,319,3
Sarpy,Precinct 37,Retain Judge Zastera,,NON,Yes,935,575,356,4
Sarpy,Precinct 38,Retain Judge Zastera,,NON,Yes,810,528,276,6
Sarpy,Precinct 39,Retain Judge Zastera,,NON,Yes,905,568,329,8
Sarpy,Precinct 40,Retain Judge Zastera,,NON,Yes,782,502,274,6
Sarpy,Precinct 41,Retain Judge Zastera,,NON,Yes,913,533,372,8
Sarpy,Precinct 42,Retain Judge Zastera,,NON,Yes,955,553,390,12
Sarpy,Precinct 46,Retain Judge Zastera,,NON,Yes,499,328,170,1
Sarpy,Precinct 47,Retain Judge Zastera,,NON,Yes,398,318,79,1
Sarpy,Precinct 48,Retain Judge Zastera,,NON,Yes,868,506,357,5
Sarpy,Precinct 49,Retain Judge Zastera,,NON,Yes,1021,612,399,10
Sarpy,Precinct 51,Retain Judge Zastera,,NON,Yes,859,569,282,8
Sarpy,Precinct 52,Retain Judge Zastera,,NON,Yes,984,638,335,11
Sarpy,Precinct 53,Retain Judge Zastera,,NON,Yes,883,504,371,8
Sarpy,Precinct 54,Retain Judge Zastera,,NON,Yes,915,567,343,5
Sarpy,Precinct 55,Retain Judge Zastera,,NON,Yes,1016,680,329,7
Sarpy,Precinct 56,Retain Judge Zastera,,NON,Yes,700,514,182,4
Sarpy,Precinct 57,Retain Judge Zastera,,NON,Yes,667,483,181,3
Sarpy,Precinct 58,Retain Judge Zastera,,NON,Yes,476,344,128,4
Sarpy,Precinct 59,Retain Judge Zastera,,NON,Yes,572,402,164,6
Sarpy,Precinct 60,Retain Judge Zastera,,NON,Yes,572,415,150,7
Sarpy,Precinct 61,Retain Judge Zastera,,NON,Yes,1022,594,416,12
Sarpy,Precinct 62,Retain Judge Zastera,,NON,Yes,583,390,188,5
Sarpy,,Retain Judge Zastera,,NON,No,16210,10764,5289,157
Sarpy,Precinct 1,Retain Judge Zastera,,NON,No,228,156,70,2
Sarpy,Precinct 2,Retain Judge Zastera,,NON,No,260,190,66,4
Sarpy,Precinct 3,Retain Judge Zastera,,NON,No,322,201,118,3
Sarpy,Precinct 4,Retain Judge Zastera,,NON,No,295,226,67,2
Sarpy,Precinct 5,Retain Judge Zastera,,NON,No,215,128,84,3
Sarpy,Precinct 6,Retain Judge Zastera,,NON,No,243,178,62,3
Sarpy,Precinct 7,Retain Judge Zastera,,NON,No,286,218,65,3
Sarpy,Precinct 8,Retain Judge Zastera,,NON,No,228,148,75,5
Sarpy,Precinct 9,Retain Judge Zastera,,NON,No,265,195,65,5
Sarpy,Precinct 10,Retain Judge Zastera,,NON,No,201,155,40,6
Sarpy,Precinct 11,Retain Judge Zastera,,NON,No,324,204,119,1
Sarpy,Precinct 12,Retain Judge Zastera,,NON,No,326,242,79,5
Sarpy,Precinct 13,Retain Judge Zastera,,NON,No,389,248,137,4
Sarpy,Precinct 16,Retain Judge Zastera,,NON,No,418,304,109,5
Sarpy,Precinct 17,Retain Judge Zastera,,NON,No,403,289,108,6
Sarpy,Precinct 18,Retain Judge Zastera,,NON,No,289,202,83,4
Sarpy,Precinct 19,Retain Judge Zastera,,NON,No,432,241,186,5
Sarpy,Precinct 20,Retain Judge Zastera,,NON,No,361,235,119,7
Sarpy,Precinct 21,Retain Judge Zastera,,NON,No,466,272,189,5
Sarpy,Precinct 22,Retain Judge Zastera,,NON,No,315,210,103,2
Sarpy,Precinct 23,Retain Judge Zastera,,NON,No,276,148,125,3
Sarpy,Precinct 24,Retain Judge Zastera,,NON,No,189,139,48,2
Sarpy,Precinct 25,Retain Judge Zastera,,NON,No,187,113,72,2
Sarpy,Precinct 26,Retain Judge Zastera,,NON,No,266,183,82,1
Sarpy,Precinct 31,Retain Judge Zastera,,NON,No,430,287,139,4
Sarpy,Precinct 32,Retain Judge Zastera,,NON,No,237,161,75,1
Sarpy,Precinct 33,Retain Judge Zastera,,NON,No,292,193,94,5
Sarpy,Precinct 34,Retain Judge Zastera,,NON,No,361,255,102,4
Sarpy,Precinct 35,Retain Judge Zastera,,NON,No,338,231,104,3
Sarpy,Precinct 36,Retain Judge Zastera,,NON,No,280,167,112,1
Sarpy,Precinct 37,Retain Judge Zastera,,NON,No,359,209,146,4
Sarpy,Precinct 38,Retain Judge Zastera,,NON,No,301,192,108,1
Sarpy,Precinct 39,Retain Judge Zastera,,NON,No,317,205,109,3
Sarpy,Precinct 40,Retain Judge Zastera,,NON,No,353,223,129,1
Sarpy,Precinct 41,Retain Judge Zastera,,NON,No,313,192,117,4
Sarpy,Precinct 42,Retain Judge Zastera,,NON,No,358,215,138,5
Sarpy,Precinct 46,Retain Judge Zastera,,NON,No,293,208,84,1
Sarpy,Precinct 47,Retain Judge Zastera,,NON,No,200,161,39,0
Sarpy,Precinct 48,Retain Judge Zastera,,NON,No,374,229,144,1
Sarpy,Precinct 49,Retain Judge Zastera,,NON,No,318,189,127,2
Sarpy,Precinct 51,Retain Judge Zastera,,NON,No,355,232,121,2
Sarpy,Precinct 52,Retain Judge Zastera,,NON,No,369,234,130,5
Sarpy,Precinct 53,Retain Judge Zastera,,NON,No,369,230,135,4
Sarpy,Precinct 54,Retain Judge Zastera,,NON,No,403,261,141,1
Sarpy,Precinct 55,Retain Judge Zastera,,NON,No,362,224,132,6
Sarpy,Precinct 56,Retain Judge Zastera,,NON,No,332,239,91,2
Sarpy,Precinct 57,Retain Judge Zastera,,NON,No,298,223,75,0
Sarpy,Precinct 58,Retain Judge Zastera,,NON,No,172,122,49,1
Sarpy,Precinct 59,Retain Judge Zastera,,NON,No,307,232,74,1
Sarpy,Precinct 60,Retain Judge Zastera,,NON,No,265,211,54,0
Sarpy,Precinct 61,Retain Judge Zastera,,NON,No,425,262,158,5
Sarpy,Precinct 62,Retain Judge Zastera,,NON,No,245,152,91,2
Sarpy,,Retain Judge O'Neal,,NON,Yes,41924,27085,14298,541
Sarpy,Precinct 1,Retain Judge O'Neal,,NON,Yes,484,346,124,14
Sarpy,Precinct 2,Retain Judge O'Neal,,NON,Yes,540,391,140,9
Sarpy,Precinct 3,Retain Judge O'Neal,,NON,Yes,738,463,257,18
Sarpy,Precinct 4,Retain Judge O'Neal,,NON,Yes,749,539,201,9
Sarpy,Precinct 5,Retain Judge O'Neal,,NON,Yes,697,428,262,7
Sarpy,Precinct 6,Retain Judge O'Neal,,NON,Yes,839,545,270,24
Sarpy,Precinct 7,Retain Judge O'Neal,,NON,Yes,698,475,208,15
Sarpy,Precinct 8,Retain Judge O'Neal,,NON,Yes,674,442,215,17
Sarpy,Precinct 9,Retain Judge O'Neal,,NON,Yes,758,539,194,25
Sarpy,Precinct 10,Retain Judge O'Neal,,NON,Yes,532,393,121,18
Sarpy,Precinct 11,Retain Judge O'Neal,,NON,Yes,973,625,329,19
Sarpy,Precinct 12,Retain Judge O'Neal,,NON,Yes,670,481,183,6
Sarpy,Precinct 13,Retain Judge O'Neal,,NON,Yes,1008,634,359,15
Sarpy,Precinct 16,Retain Judge O'Neal,,NON,Yes,791,539,245,7
Sarpy,Precinct 17,Retain Judge O'Neal,,NON,Yes,751,499,249,3
Sarpy,Precinct 18,Retain Judge O'Neal,,NON,Yes,591,406,177,8
Sarpy,Precinct 19,Retain Judge O'Neal,,NON,Yes,1042,538,494,10
Sarpy,Precinct 20,Retain Judge O'Neal,,NON,Yes,883,579,291,13
Sarpy,Precinct 21,Retain Judge O'Neal,,NON,Yes,1159,621,526,12
Sarpy,Precinct 22,Retain Judge O'Neal,,NON,Yes,907,600,287,20
Sarpy,Precinct 23,Retain Judge O'Neal,,NON,Yes,881,487,372,22
Sarpy,Precinct 24,Retain Judge O'Neal,,NON,Yes,532,354,161,17
Sarpy,Precinct 25,Retain Judge O'Neal,,NON,Yes,603,403,187,13
Sarpy,Precinct 26,Retain Judge O'Neal,,NON,Yes,881,570,301,10
Sarpy,Precinct 31,Retain Judge O'Neal,,NON,Yes,1236,843,381,12
Sarpy,Precinct 32,Retain Judge O'Neal,,NON,Yes,701,458,234,9
Sarpy,Precinct 33,Retain Judge O'Neal,,NON,Yes,800,510,277,13
Sarpy,Precinct 34,Retain Judge O'Neal,,NON,Yes,886,595,276,15
Sarpy,Precinct 35,Retain Judge O'Neal,,NON,Yes,786,535,242,9
Sarpy,Precinct 36,Retain Judge O'Neal,,NON,Yes,918,567,348,3
Sarpy,Precinct 37,Retain Judge O'Neal,,NON,Yes,1021,638,380,3
Sarpy,Precinct 38,Retain Judge O'Neal,,NON,Yes,884,576,299,9
Sarpy,Precinct 39,Retain Judge O'Neal,,NON,Yes,961,603,350,8
Sarpy,Precinct 40,Retain Judge O'Neal,,NON,Yes,885,560,319,6
Sarpy,Precinct 41,Retain Judge O'Neal,,NON,Yes,967,564,394,9
Sarpy,Precinct 42,Retain Judge O'Neal,,NON,Yes,1029,579,435,15
Sarpy,Precinct 46,Retain Judge O'Neal,,NON,Yes,514,338,175,1
Sarpy,Precinct 47,Retain Judge O'Neal,,NON,Yes,406,323,82,1
Sarpy,Precinct 48,Retain Judge O'Neal,,NON,Yes,912,523,384,5
Sarpy,Precinct 49,Retain Judge O'Neal,,NON,Yes,1073,648,415,10
Sarpy,Precinct 51,Retain Judge O'Neal,,NON,Yes,879,575,296,8
Sarpy,Precinct 52,Retain Judge O'Neal,,NON,Yes,989,653,326,10
Sarpy,Precinct 53,Retain Judge O'Neal,,NON,Yes,912,523,381,8
Sarpy,Precinct 54,Retain Judge O'Neal,,NON,Yes,946,587,355,4
Sarpy,Precinct 55,Retain Judge O'Neal,,NON,Yes,1038,693,337,8
Sarpy,Precinct 56,Retain Judge O'Neal,,NON,Yes,750,550,196,4
Sarpy,Precinct 57,Retain Judge O'Neal,,NON,Yes,691,501,187,3
Sarpy,Precinct 58,Retain Judge O'Neal,,NON,Yes,485,349,132,4
Sarpy,Precinct 59,Retain Judge O'Neal,,NON,Yes,607,436,165,6
Sarpy,Precinct 60,Retain Judge O'Neal,,NON,Yes,584,424,152,8
Sarpy,Precinct 61,Retain Judge O'Neal,,NON,Yes,1058,624,421,13
Sarpy,Precinct 62,Retain Judge O'Neal,,NON,Yes,625,413,206,6
Sarpy,,Retain Judge O'Neal,,NON,No,14570,9701,4745,124
Sarpy,Precinct 1,Retain Judge O'Neal,,NON,No,216,151,62,3
Sarpy,Precinct 2,Retain Judge O'Neal,,NON,No,249,183,61,5
Sarpy,Precinct 3,Retain Judge O'Neal,,NON,No,298,181,114,3
Sarpy,Precinct 4,Retain Judge O'Neal,,NON,No,270,207,61,2
Sarpy,Precinct 5,Retain Judge O'Neal,,NON,No,187,108,77,2
Sarpy,Precinct 6,Retain Judge O'Neal,,NON,No,218,157,58,3
Sarpy,Precinct 7,Retain Judge O'Neal,,NON,No,255,194,60,1
Sarpy,Precinct 8,Retain Judge O'Neal,,NON,No,200,129,70,1
Sarpy,Precinct 9,Retain Judge O'Neal,,NON,No,226,167,55,4
Sarpy,Precinct 10,Retain Judge O'Neal,,NON,No,173,144,25,4
Sarpy,Precinct 11,Retain Judge O'Neal,,NON,No,272,177,94,1
Sarpy,Precinct 12,Retain Judge O'Neal,,NON,No,269,199,66,4
Sarpy,Precinct 13,Retain Judge O'Neal,,NON,No,356,229,122,5
Sarpy,Precinct 16,Retain Judge O'Neal,,NON,No,391,284,104,3
Sarpy,Precinct 17,Retain Judge O'Neal,,NON,No,361,258,96,7
Sarpy,Precinct 18,Retain Judge O'Neal,,NON,No,261,180,78,3
Sarpy,Precinct 19,Retain Judge O'Neal,,NON,No,389,219,165,5
Sarpy,Precinct 20,Retain Judge O'Neal,,NON,No,319,209,103,7
Sarpy,Precinct 21,Retain Judge O'Neal,,NON,No,394,242,150,2
Sarpy,Precinct 22,Retain Judge O'Neal,,NON,No,273,177,95,1
Sarpy,Precinct 23,Retain Judge O'Neal,,NON,No,243,126,116,1
Sarpy,Precinct 24,Retain Judge O'Neal,,NON,No,177,123,54,0
Sarpy,Precinct 25,Retain Judge O'Neal,,NON,No,158,90,67,1
Sarpy,Precinct 26,Retain Judge O'Neal,,NON,No,234,158,75,1
Sarpy,Precinct 31,Retain Judge O'Neal,,NON,No,396,259,133,4
Sarpy,Precinct 32,Retain Judge O'Neal,,NON,No,221,142,78,1
Sarpy,Precinct 33,Retain Judge O'Neal,,NON,No,252,167,81,4
Sarpy,Precinct 34,Retain Judge O'Neal,,NON,No,331,234,95,2
Sarpy,Precinct 35,Retain Judge O'Neal,,NON,No,293,207,85,1
Sarpy,Precinct 36,Retain Judge O'Neal,,NON,No,241,149,91,1
Sarpy,Precinct 37,Retain Judge O'Neal,,NON,No,318,182,131,5
Sarpy,Precinct 38,Retain Judge O'Neal,,NON,No,273,166,107,0
Sarpy,Precinct 39,Retain Judge O'Neal,,NON,No,289,187,99,3
Sarpy,Precinct 40,Retain Judge O'Neal,,NON,No,291,190,100,1
Sarpy,Precinct 41,Retain Judge O'Neal,,NON,No,277,174,100,3
Sarpy,Precinct 42,Retain Judge O'Neal,,NON,No,320,200,117,3
Sarpy,Precinct 46,Retain Judge O'Neal,,NON,No,269,193,76,0
Sarpy,Precinct 47,Retain Judge O'Neal,,NON,No,183,148,35,0
Sarpy,Precinct 48,Retain Judge O'Neal,,NON,No,346,211,134,1
Sarpy,Precinct 49,Retain Judge O'Neal,,NON,No,282,171,109,2
Sarpy,Precinct 51,Retain Judge O'Neal,,NON,No,335,228,105,2
Sarpy,Precinct 52,Retain Judge O'Neal,,NON,No,356,218,133,5
Sarpy,Precinct 53,Retain Judge O'Neal,,NON,No,338,214,120,4
Sarpy,Precinct 54,Retain Judge O'Neal,,NON,No,375,242,131,2
Sarpy,Precinct 55,Retain Judge O'Neal,,NON,No,347,218,124,5
Sarpy,Precinct 56,Retain Judge O'Neal,,NON,No,298,215,81,2
Sarpy,Precinct 57,Retain Judge O'Neal,,NON,No,277,206,71,0
Sarpy,Precinct 58,Retain Judge O'Neal,,NON,No,164,118,46,0
Sarpy,Precinct 59,Retain Judge O'Neal,,NON,No,260,197,62,1
Sarpy,Precinct 60,Retain Judge O'Neal,,NON,No,254,201,53,0
Sarpy,Precinct 61,Retain Judge O'Neal,,NON,No,390,240,147,3
Sarpy,Precinct 62,Retain Judge O'Neal,,NON,No,205,132,73,0
Sarpy,,Retain Judge Steinheider,,NON,Yes,39827,25858,13463,506
Sarpy,Precinct 1,Retain Judge Steinheider,,NON,Yes,464,336,118,10
Sarpy,Precinct 2,Retain Judge Steinheider,,NON,Yes,531,388,134,9
Sarpy,Precinct 3,Retain Judge Steinheider,,NON,Yes,708,444,246,18
Sarpy,Precinct 4,Retain Judge Steinheider,,NON,Yes,717,515,193,9
Sarpy,Precinct 5,Retain Judge Steinheider,,NON,Yes,675,417,251,7
Sarpy,Precinct 6,Retain Judge Steinheider,,NON,Yes,815,532,260,23
Sarpy,Precinct 7,Retain Judge Steinheider,,NON,Yes,655,442,199,14
Sarpy,Precinct 8,Retain Judge Steinheider,,NON,Yes,642,428,198,16
Sarpy,Precinct 9,Retain Judge Steinheider,,NON,Yes,740,531,186,23
Sarpy,Precinct 10,Retain Judge Steinheider,,NON,Yes,513,387,110,16
Sarpy,Precinct 11,Retain Judge Steinheider,,NON,Yes,956,618,321,17
Sarpy,Precinct 12,Retain Judge Steinheider,,NON,Yes,629,454,170,5
Sarpy,Precinct 13,Retain Judge Steinheider,,NON,Yes,977,612,349,16
Sarpy,Precinct 16,Retain Judge Steinheider,,NON,Yes,765,515,244,6
Sarpy,Precinct 17,Retain Judge Steinheider,,NON,Yes,714,475,235,4
Sarpy,Precinct 18,Retain Judge Steinheider,,NON,Yes,566,396,164,6
Sarpy,Precinct 19,Retain Judge Steinheider,,NON,Yes,983,503,470,10
Sarpy,Precinct 20,Retain Judge Steinheider,,NON,Yes,858,561,285,12
Sarpy,Precinct 21,Retain Judge Steinheider,,NON,Yes,1105,609,486,10
Sarpy,Precinct 22,Retain Judge Steinheider,,NON,Yes,878,576,282,20
Sarpy,Precinct 23,Retain Judge Steinheider,,NON,Yes,839,467,350,22
Sarpy,Precinct 24,Retain Judge Steinheider,,NON,Yes,514,336,163,15
Sarpy,Precinct 25,Retain Judge Steinheider,,NON,Yes,572,384,176,12
Sarpy,Precinct 26,Retain Judge Steinheider,,NON,Yes,858,551,298,9
Sarpy,Precinct 31,Retain Judge Steinheider,,NON,Yes,1177,800,366,11
Sarpy,Precinct 32,Retain Judge Steinheider,,NON,Yes,648,421,219,8
Sarpy,Precinct 33,Retain Judge Steinheider,,NON,Yes,765,486,265,14
Sarpy,Precinct 34,Retain Judge Steinheider,,NON,Yes,842,570,259,13
Sarpy,Precinct 35,Retain Judge Steinheider,,NON,Yes,721,495,219,7
Sarpy,Precinct 36,Retain Judge Steinheider,,NON,Yes,830,523,304,3
Sarpy,Precinct 37,Retain Judge Steinheider,,NON,Yes,932,583,344,5
Sarpy,Precinct 38,Retain Judge Steinheider,,NON,Yes,813,537,270,6
Sarpy,Precinct 39,Retain Judge Steinheider,,NON,Yes,885,553,324,8
Sarpy,Precinct 40,Retain Judge Steinheider,,NON,Yes,766,495,266,5
Sarpy,Precinct 41,Retain Judge Steinheider,,NON,Yes,894,527,358,9
Sarpy,Precinct 42,Retain Judge Steinheider,,NON,Yes,940,548,381,11
Sarpy,Precinct 46,Retain Judge Steinheider,,NON,Yes,484,324,159,1
Sarpy,Precinct 47,Retain Judge Steinheider,,NON,Yes,377,302,74,1
Sarpy,Precinct 48,Retain Judge Steinheider,,NON,Yes,849,496,348,5
Sarpy,Precinct 49,Retain Judge Steinheider,,NON,Yes,1016,622,384,10
Sarpy,Precinct 51,Retain Judge Steinheider,,NON,Yes,846,557,283,6
Sarpy,Precinct 52,Retain Judge Steinheider,,NON,Yes,960,637,313,10
Sarpy,Precinct 53,Retain Judge Steinheider,,NON,Yes,886,509,368,9
Sarpy,Precinct 54,Retain Judge Steinheider,,NON,Yes,928,571,352,5
Sarpy,Precinct 55,Retain Judge Steinheider,,NON,Yes,990,659,326,5
Sarpy,Precinct 56,Retain Judge Steinheider,,NON,Yes,711,527,180,4
Sarpy,Precinct 57,Retain Judge Steinheider,,NON,Yes,665,482,180,3
Sarpy,Precinct 58,Retain Judge Steinheider,,NON,Yes,472,341,127,4
Sarpy,Precinct 59,Retain Judge Steinheider,,NON,Yes,572,411,155,6
Sarpy,Precinct 60,Retain Judge Steinheider,,NON,Yes,566,415,143,8
Sarpy,Precinct 61,Retain Judge Steinheider,,NON,Yes,1025,601,411,13
Sarpy,Precinct 62,Retain Judge Steinheider,,NON,Yes,593,389,197,7
Sarpy,,Retain Judge Steinheider,,NON,No,15436,10176,5118,142
Sarpy,Precinct 1,Retain Judge Steinheider,,NON,No,222,151,67,4
Sarpy,Precinct 2,Retain Judge Steinheider,,NON,No,253,182,66,5
Sarpy,Precinct 3,Retain Judge Steinheider,,NON,No,310,190,116,4
Sarpy,Precinct 4,Retain Judge Steinheider,,NON,No,283,220,61,2
Sarpy,Precinct 5,Retain Judge Steinheider,,NON,No,198,110,85,3
Sarpy,Precinct 6,Retain Judge Steinheider,,NON,No,215,155,57,3
Sarpy,Precinct 7,Retain Judge Steinheider,,NON,No,281,215,64,2
Sarpy,Precinct 8,Retain Judge Steinheider,,NON,No,218,134,82,2
Sarpy,Precinct 9,Retain Judge Steinheider,,NON,No,227,168,55,4
Sarpy,Precinct 10,Retain Judge Steinheider,,NON,No,188,149,34,5
Sarpy,Precinct 11,Retain Judge Steinheider,,NON,No,277,173,101,3
Sarpy,Precinct 12,Retain Judge Steinheider,,NON,No,298,217,77,4
Sarpy,Precinct 13,Retain Judge Steinheider,,NON,No,369,238,127,4
Sarpy,Precinct 16,Retain Judge Steinheider,,NON,No,405,300,102,3
Sarpy,Precinct 17,Retain Judge Steinheider,,NON,No,388,278,104,6
Sarpy,Precinct 18,Retain Judge Steinheider,,NON,No,274,181,87,6
Sarpy,Precinct 19,Retain Judge Steinheider,,NON,No,413,234,174,5
Sarpy,Precinct 20,Retain Judge Steinheider,,NON,No,334,219,109,6
Sarpy,Precinct 21,Retain Judge Steinheider,,NON,No,419,245,171,3
Sarpy,Precinct 22,Retain Judge Steinheider,,NON,No,296,196,99,1
Sarpy,Precinct 23,Retain Judge Steinheider,,NON,No,266,140,124,2
Sarpy,Precinct 24,Retain Judge Steinheider,,NON,No,183,129,53,1
Sarpy,Precinct 25,Retain Judge Steinheider,,NON,No,170,100,69,1
Sarpy,Precinct 26,Retain Judge Steinheider,,NON,No,241,168,72,1
Sarpy,Precinct 31,Retain Judge Steinheider,,NON,No,421,278,139,4
Sarpy,Precinct 32,Retain Judge Steinheider,,NON,No,231,149,81,1
Sarpy,Precinct 33,Retain Judge Steinheider,,NON,No,257,169,85,3
Sarpy,Precinct 34,Retain Judge Steinheider,,NON,No,349,241,104,4
Sarpy,Precinct 35,Retain Judge Steinheider,,NON,No,302,208,91,3
Sarpy,Precinct 36,Retain Judge Steinheider,,NON,No,280,166,113,1
Sarpy,Precinct 37,Retain Judge Steinheider,,NON,No,345,192,150,3
Sarpy,Precinct 38,Retain Judge Steinheider,,NON,No,285,173,112,0
Sarpy,Precinct 39,Retain Judge Steinheider,,NON,No,313,204,106,3
Sarpy,Precinct 40,Retain Judge Steinheider,,NON,No,339,213,124,2
Sarpy,Precinct 41,Retain Judge Steinheider,,NON,No,310,188,119,3
Sarpy,Precinct 42,Retain Judge Steinheider,,NON,No,357,212,140,5
Sarpy,Precinct 46,Retain Judge Steinheider,,NON,No,278,194,84,0
Sarpy,Precinct 47,Retain Judge Steinheider,,NON,No,199,162,37,0
Sarpy,Precinct 48,Retain Judge Steinheider,,NON,No,361,214,146,1
Sarpy,Precinct 49,Retain Judge Steinheider,,NON,No,303,177,124,2
Sarpy,Precinct 51,Retain Judge Steinheider,,NON,No,353,236,115,2
Sarpy,Precinct 52,Retain Judge Steinheider,,NON,No,376,227,143,6
Sarpy,Precinct 53,Retain Judge Steinheider,,NON,No,350,220,127,3
Sarpy,Precinct 54,Retain Judge Steinheider,,NON,No,385,255,129,1
Sarpy,Precinct 55,Retain Judge Steinheider,,NON,No,370,231,131,8
Sarpy,Precinct 56,Retain Judge Steinheider,,NON,No,318,225,91,2
Sarpy,Precinct 57,Retain Judge Steinheider,,NON,No,295,220,75,0
Sarpy,Precinct 58,Retain Judge Steinheider,,NON,No,165,117,47,1
Sarpy,Precinct 59,Retain Judge Steinheider,,NON,No,285,214,70,1
Sarpy,Precinct 60,Retain Judge Steinheider,,NON,No,249,199,50,0
Sarpy,Precinct 61,Retain Judge Steinheider,,NON,No,401,253,145,3
Sarpy,Precinct 62,Retain Judge Steinheider,,NON,No,231,147,84,0
Sarpy,,Govs Bd Member Metro CC,1,NON,Linda McDermitt,2648,1653,967,28
Sarpy,Precinct 51,Govs Bd Member Metro CC,1,NON,Linda McDermitt,723,481,236,6
Sarpy,Precinct 52,Govs Bd Member Metro CC,1,NON,Linda McDermitt,793,530,250,13
Sarpy,Precinct 53,Govs Bd Member Metro CC,1,NON,Linda McDermitt,837,488,341,8
Sarpy,Precinct 54,Govs Bd Member Metro CC,1,NON,Linda McDermitt,295,154,140,1
Sarpy,,Govs Bd Member Metro CC,1,NON,Chris Tribulato,1349,764,576,9
Sarpy,Precinct 51,Govs Bd Member Metro CC,1,NON,Chris Tribulato,379,238,138,3
Sarpy,Precinct 52,Govs Bd Member Metro CC,1,NON,Chris Tribulato,446,252,191,3
Sarpy,Precinct 53,Govs Bd Member Metro CC,1,NON,Chris Tribulato,353,206,144,3
Sarpy,Precinct 54,Govs Bd Member Metro CC,1,NON,Chris Tribulato,171,68,103,0
Sarpy,,Govs Bd Member Metro CC,1,NON,WRITE-IN,22,14,8,0
Sarpy,Precinct 51,Govs Bd Member Metro CC,1,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 52,Govs Bd Member Metro CC,1,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 53,Govs Bd Member Metro CC,1,NON,WRITE-IN,7,4,3,0
Sarpy,Precinct 54,Govs Bd Member Metro CC,1,NON,WRITE-IN,3,2,1,0
Sarpy,,Govs Bd Member Metro CC,5,NON,William Forsee,18462,12228,6013,221
Sarpy,Precinct 1,Govs Bd Member Metro CC,5,NON,William Forsee,251,171,75,5
Sarpy,Precinct 2,Govs Bd Member Metro CC,5,NON,William Forsee,291,208,78,5
Sarpy,Precinct 3,Govs Bd Member Metro CC,5,NON,William Forsee,378,232,135,11
Sarpy,Precinct 4,Govs Bd Member Metro CC,5,NON,William Forsee,383,293,88,2
Sarpy,Precinct 5,Govs Bd Member Metro CC,5,NON,William Forsee,347,206,136,5
Sarpy,Precinct 6,Govs Bd Member Metro CC,5,NON,William Forsee,386,265,111,10
Sarpy,Precinct 7,Govs Bd Member Metro CC,5,NON,William Forsee,395,285,107,3
Sarpy,Precinct 8,Govs Bd Member Metro CC,5,NON,William Forsee,293,199,88,6
Sarpy,Precinct 9,Govs Bd Member Metro CC,5,NON,William Forsee,367,264,96,7
Sarpy,Precinct 10,Govs Bd Member Metro CC,5,NON,William Forsee,266,202,55,9
Sarpy,Precinct 11,Govs Bd Member Metro CC,5,NON,William Forsee,480,320,152,8
Sarpy,Precinct 12,Govs Bd Member Metro CC,5,NON,William Forsee,298,222,74,2
Sarpy,Precinct 13,Govs Bd Member Metro CC,5,NON,William Forsee,487,303,178,6
Sarpy,Precinct 16,Govs Bd Member Metro CC,5,NON,William Forsee,413,281,129,3
Sarpy,Precinct 17,Govs Bd Member Metro CC,5,NON,William Forsee,384,256,123,5
Sarpy,Precinct 18,Govs Bd Member Metro CC,5,NON,William Forsee,307,201,102,4
Sarpy,Precinct 19,Govs Bd Member Metro CC,5,NON,William Forsee,545,289,250,6
Sarpy,Precinct 20,Govs Bd Member Metro CC,5,NON,William Forsee,419,262,148,9
Sarpy,Precinct 21,Govs Bd Member Metro CC,5,NON,William Forsee,592,338,250,4
Sarpy,Precinct 22,Govs Bd Member Metro CC,5,NON,William Forsee,405,256,143,6
Sarpy,Precinct 23,Govs Bd Member Metro CC,5,NON,William Forsee,404,222,172,10
Sarpy,Precinct 24,Govs Bd Member Metro CC,5,NON,William Forsee,224,162,57,5
Sarpy,Precinct 25,Govs Bd Member Metro CC,5,NON,William Forsee,309,206,97,6
Sarpy,Precinct 26,Govs Bd Member Metro CC,5,NON,William Forsee,384,244,135,5
Sarpy,Precinct 31,Govs Bd Member Metro CC,5,NON,William Forsee,521,348,164,9
Sarpy,Precinct 32,Govs Bd Member Metro CC,5,NON,William Forsee,335,228,105,2
Sarpy,Precinct 33,Govs Bd Member Metro CC,5,NON,William Forsee,370,243,121,6
Sarpy,Precinct 34,Govs Bd Member Metro CC,5,NON,William Forsee,408,297,104,7
Sarpy,Precinct 35,Govs Bd Member Metro CC,5,NON,William Forsee,372,261,107,4
Sarpy,Precinct 36,Govs Bd Member Metro CC,5,NON,William Forsee,364,234,128,2
